index,Лемма,Часть речи,Частота (ipm)
10175,все,part,7.2
10176,всхлипывать,v,7.2
10177,выговаривать,v,7.2
10178,выживать,v,7.2
10179,выручать,v,7.2
10180,вытеснить,v,7.2
10181,гардероб,s,7.2
10182,горевать,v,7.2
10183,горлышко,s,7.2
10184,грохотать,v,7.2
10185,деформация,s,7.2
10186,деятельный,a,7.2
10187,жесткость,s,7.2
10188,журнальный,a,7.2
10189,закупить,v,7.2
10190,застой,s,7.2
10191,изобразительный,a,7.2
10192,канун,s,7.2
10193,компот,s,7.2
10194,контрразведка,s,7.2
10195,корректировка,s,7.2
10196,красочный,a,7.2
10197,краткосрочный,a,7.2
10198,купля-продажа,s,7.2
10199,лай,s,7.2
10200,лука,s,7.2
10201,малина,s,7.2
10202,малое,s,7.2
10203,медлить,v,7.2
10204,мельчайший,a,7.2
10205,морг,s,7.2
10206,мускул,s,7.2
10207,навес,s,7.2
10208,наручник,s,7.2
10209,невнятный,a,7.2
10210,недоуменно,adv,7.2
10211,немало,adv,7.2
10212,неудивительно,adv,7.2
10213,ностальгия,s,7.2
10214,облегченно,adv,7.2
10215,обозреватель,s,7.2
10216,оккупация,s,7.2
10217,осенить,v,7.2
10218,откликаться,v,7.2
10219,параллель,s,7.2
10220,парик,s,7.2
10221,патология,s,7.2
10222,переплет,s,7.2
10223,петровский,a,7.2
10224,плотник,s,7.2
10225,поджечь,v,7.2
10226,покровитель,s,7.2
10227,полежать,v,7.2
10228,полимерный,a,7.2
10229,полпред,s,7.2
10230,полуфабрикат,s,7.2
10231,полюбоваться,v,7.2
10232,поодаль,adv,7.2
10233,послушание,s,7.2
10234,по-французски,adv,7.2
10235,пресс,s,7.2
10236,прибить,v,7.2
10237,примерный,a,7.2
10238,проворчать,v,7.2
10239,пятилетка,s,7.2
10240,радужный,a,7.2
10241,разъяснять,v,7.2
10242,раскинуть,v,7.2
10243,растворяться,v,7.2
10244,рейд,s,7.2
10245,реквизит,s,7.2
10246,рукопашный,a,7.2
10247,сетовать,v,7.2
10248,слепой,s,7.2
10249,спальный,a,7.2
10250,стиральный,a,7.2
10251,стрижка,s,7.2
10252,сунуться,v,7.2
10253,тендер,s,7.2
10254,травить,v,7.2
10255,уведомление,s,7.2
10256,увлекать,v,7.2
10257,угодный,a,7.2
10258,усик,s,7.2
10259,ускользать,v,7.2
10260,фанерный,a,7.2
10261,филармония,s,7.2
10262,хищный,a,7.2
10263,цветущий,a,7.2
10264,эталон,s,7.2
10265,яр,s,7.2
10266,аванс,s,7.1
10267,адвокатский,a,7.1
10268,аттракцион,s,7.1
10269,безработный,s,7.1
10270,березка,s,7.1
10271,беспрецедентный,a,7.1
10272,будильник,s,7.1
10273,ватник,s,7.1
10274,византийский,a,7.1
10275,во,part,7.1
10276,войсковой,a,7.1
10277,восьмерка,s,7.1
10278,вроде,adv,7.1
10279,выкупить,v,7.1
10280,голубчик,s,7.1
10281,громоздкий,a,7.1
10282,дизель,s,7.1
10283,допить,v,7.1
10284,дорожить,v,7.1
10285,жилка,s,7.1
10286,забываться,v,7.1
10287,загс,s,7.1
10288,зарубежье,s,7.1
10289,застывший,a,7.1
10290,заткнуть,v,7.1
10291,зек,s,7.1
10292,иерархический,a,7.1
10293,изначальный,a,7.1
10294,интенсивно,adv,7.1
10295,исчисление,s,7.1
10296,как-никак,advpro,7.1
10297,каприз,s,7.1
10298,кара,s,7.1
10299,коврик,s,7.1
10300,корреляция,s,7.1
10301,краешек,s,7.1
10302,лапоть,s,7.1
10303,лаять,v,7.1
10304,ливень,s,7.1
10305,мириться,v,7.1
10306,мужичок,s,7.1
10307,мутация,s,7.1
10308,напрашиваться,v,7.1
10309,национализм,s,7.1
10310,невежество,s,7.1
10311,неизбежность,s,7.1
10312,обжигать,v,7.1
10313,огорчение,s,7.1
10314,оккупировать,v,7.1
10315,ордер,s,7.1
10316,откос,s,7.1
10317,перевал,s,7.1
10318,переговариваться,v,7.1
10319,перепугать,v,7.1
10320,перстень,s,7.1
10321,пешеход,s,7.1
10322,пламенный,a,7.1
10323,пластический,a,7.1
10324,подонок,s,7.1
10325,познавательный,a,7.1
10326,поисковый,a,7.1
10327,покрывало,s,7.1
10328,полушубок,s,7.1
10329,поневоле,adv,7.1
10330,посматривать,v,7.1
10331,постановить,v,7.1
10332,посыпать,v,7.1
10333,правящий,a,7.1
10334,предчувствовать,v,7.1
10335,привидение,s,7.1
10336,придавить,v,7.1
10337,присвоение,s,7.1
10338,пронизывать,v,7.1
10339,пророчество,s,7.1
10340,просвечивать,v,7.1
10341,противопоставить,v,7.1
10342,раздобыть,v,7.1
10343,рассеянный,a,7.1
10344,рослый,a,7.1
10345,сабля,s,7.1
10346,сатана,s,7.1
10347,сизый,a,7.1
10348,скрипач,s,7.1
10349,сливочный,a,7.1
10350,служитель,s,7.1
10351,смыть,v,7.1
10352,созерцание,s,7.1
10353,сословие,s,7.1
10354,спасть,v,7.1
10355,ссуда,s,7.1
10356,старомодный,a,7.1
10357,староста,s,7.1
10358,стойкость,s,7.1
10359,струиться,v,7.1
10360,тщетно,adv,7.1
10361,уважительный,a,7.1
10362,уговор,s,7.1
10363,уклад,s,7.1
10364,уклоняться,v,7.1
10365,утвердиться,v,7.1
10366,ученица,s,7.1
10367,чернота,s,7.1
10368,чучело,s,7.1
10369,шествие,s,7.1
10370,шторм,s,7.1
10371,экспансия,s,7.1
10372,аккорд,s,7.0
10373,аллергия,s,7.0
10374,бабушкин,a,7.0
10375,бездомный,a,7.0
10376,безжалостно,adv,7.0
10377,безразличие,s,7.0
10378,бесследно,adv,7.0
10379,бомбежка,s,7.0
10380,вдохнуть,v,7.0
10381,вдыхать,v,7.0
10382,веточка,s,7.0
10383,волжский,a,7.0
10384,вражда,s,7.0
10385,вручение,s,7.0
10386,выбивать,v,7.0
10387,вывалиться,v,7.0
10388,вылечить,v,7.0
10389,высохнуть,v,7.0
10390,выстраивать,v,7.0
10391,генетика,s,7.0
10392,голодать,v,7.0
10393,добротный,a,7.0
10394,дотянуться,v,7.0
10395,загонять,v,7.0
10396,зазвучать,v,7.0
10397,заснеженный,a,7.0
10398,захлебываться,v,7.0
10399,изгнание,s,7.0
10400,излучать,v,7.0
10401,инвестирование,s,7.0
10402,кант,s,7.0
10403,карманный,a,7.0
10404,когда-либо,advpro,7.0
10405,колотить,v,7.0
10406,командор,s,7.0
10407,консолидация,s,7.0
10408,контрактный,a,7.0
10409,косо,adv,7.0
10410,кошачий,a,7.0
10411,мандат,s,7.0
10412,мешочек,s,7.0
10413,наивно,adv,7.0
10414,настороженно,adv,7.0
10415,невыносимо,adv,7.0
10416,неслыханный,a,7.0
10417,нефтяник,s,7.0
10418,ниже,pr,7.0
10419,обиженно,adv,7.0
10420,объективность,s,7.0
10421,ор,s,7.0
10422,оснащение,s,7.0
10423,отправление,s,7.0
10424,переводиться,v,7.0
10425,переть,v,7.0
10426,пешка,s,7.0
10427,подбить,v,7.0
10428,потирать,v,7.0
10429,похмелье,s,7.0
10430,почтительно,adv,7.0
10431,придурок,s,7.0
10432,присматриваться,v,7.0
10433,прокладка,s,7.0
10434,прямоугольный,a,7.0
10435,пряник,s,7.0
10436,псих,s,7.0
10437,пыл,s,7.0
10438,русый,a,7.0
10439,сбой,s,7.0
10440,сезонный,a,7.0
10441,сербский,a,7.0
10442,сирена,s,7.0
10443,скрестить,v,7.0
10444,скупой,a,7.0
10445,смятение,s,7.0
10446,сосредоточенно,adv,7.0
10447,сотрудница,s,7.0
10448,спасательный,a,7.0
10449,спешка,s,7.0
10450,спешно,adv,7.0
10451,терпеливый,a,7.0
10452,торможение,s,7.0
10453,тульский,a,7.0
10454,тягостный,a,7.0
10455,увидать,v,7.0
10456,уран,s,7.0
10457,участковый,a,7.0
10458,фиксированный,a,7.0
10459,че,spro,7.0
10460,чудиться,v,7.0
10461,аномалия,s,6.9
10462,багровый,a,6.9
10463,бандитский,a,6.9
10464,безжалостный,a,6.9
10465,безобразный,a,6.9
10466,беспокойный,a,6.9
10467,бесцветный,a,6.9
10468,болотный,a,6.9
10469,брюшко,s,6.9
10470,венгерский,a,6.9
10471,витать,v,6.9
10472,внешнеполитический,a,6.9
10473,военкомат,s,6.9
10474,вручную,adv,6.9
10475,вскричать,v,6.9
10476,гитлеровский,a,6.9
10477,графин,s,6.9
10478,деликатно,adv,6.9
10479,достоверно,adv,6.9
10480,древнейший,a,6.9
10481,дырочка,s,6.9
10482,зависимый,a,6.9
10483,задушить,v,6.9
10484,застегнуть,v,6.9
10485,затягиваться,v,6.9
10486,злобно,adv,6.9
10487,киллер,s,6.9
10488,комбинированный,a,6.9
10489,косметический,a,6.9
10490,красотка,s,6.9
10491,масляный,a,6.9
10492,медвежонок,s,6.9
10493,мозговой,a,6.9
10494,наглость,s,6.9
10495,неживой,a,6.9
10496,незаурядный,a,6.9
10497,нездоровый,a,6.9
10498,непросто,adv,6.9
10499,нефтепродукты,s,6.9
10500,обиход,s,6.9
10501,одноименный,a,6.9
10502,опровергать,v,6.9
10503,освятить,v,6.9
10504,отменный,a,6.9
10505,отпасть,v,6.9
10506,отрабатывать,v,6.9
10507,отрубить,v,6.9
10508,отход,s,6.9
10509,перевозить,v,6.9
10510,переименовать,v,6.9
10511,переменить,v,6.9
10512,перечисление,s,6.9
10513,поводок,s,6.9
10514,поглощение,s,6.9
10515,подворотня,s,6.9
10516,подносить,v,6.9
10517,подсунуть,v,6.9
10518,подхватывать,v,6.9
10519,поражаться,v,6.9
10520,поспорить,v,6.9
10521,пресс-секретарь,s,6.9
10522,прибавиться,v,6.9
10523,прибавлять,v,6.9
10524,прилив,s,6.9
10525,проспать,v,6.9
10526,протереть,v,6.9
10527,процветание,s,6.9
10528,пьянка,s,6.9
10529,разуметься,v,6.9
10530,рассказчик,s,6.9
10531,рассудить,v,6.9
10532,регулироваться,v,6.9
10533,родник,s,6.9
10534,рыться,v,6.9
10535,рядовой,s,6.9
10536,святость,s,6.9
10537,седина,s,6.9
10538,семечко,s,6.9
10539,сервисный,a,6.9
10540,сжиматься,v,6.9
10541,симфонический,a,6.9
10542,соломенный,a,6.9
10543,сортир,s,6.9
10544,сползти,v,6.9
10545,стопроцентный,a,6.9
10546,тащиться,v,6.9
10547,тракт,s,6.9
10548,ударять,v,6.9
10549,удачливый,a,6.9
10550,узник,s,6.9
10551,ураган,s,6.9
10552,фига,s,6.9
10553,хлам,s,6.9
10554,холостой,a,6.9
10555,хрипеть,v,6.9
10556,шасси,s,6.9
10557,шокировать,v,6.9
10558,эмиссия,s,6.9
10559,явить,v,6.9
10560,арифметика,s,6.8
10561,беглый,a,6.8
10562,вакуум,s,6.8
10563,вбежать,v,6.8
10564,веять,v,6.8
10565,взывать,v,6.8
10566,возродить,v,6.8
10567,волосатый,a,6.8
10568,ворочаться,v,6.8
10569,воспроизвести,v,6.8
10570,высовываться,v,6.8
10571,выстроиться,v,6.8
10572,гасить,v,6.8
10573,горсть,s,6.8
10574,девятнадцать,num,6.8
10575,дробь,s,6.8
10576,жемчужина,s,6.8
10577,заикаться,v,6.8
10578,зайчик,s,6.8
10579,закладывать,v,6.8
10580,затеряться,v,6.8
10581,ишь,intj,6.8
10582,катать,v,6.8
10583,клубок,s,6.8
10584,кольцевой,a,6.8
10585,комфортный,a,6.8
10586,криминал,s,6.8
10587,крупа,s,6.8
10588,кувшин,s,6.8
10589,кукуруза,s,6.8
10590,курьер,s,6.8
10591,ложе,s,6.8
10592,манипуляция,s,6.8
10593,марксистский,a,6.8
10594,межнациональный,a,6.8
10595,мираж,s,6.8
10596,мотаться,v,6.8
10597,мыс,s,6.8
10598,наброситься,v,6.8
10599,надзорный,a,6.8
10600,неограниченный,a,6.8
10601,неустойчивый,a,6.8
10602,ну-ну,intj,6.8
10603,обрезать,v,6.8
10604,одарить,v,6.8
10605,осмотреться,v,6.8
10606,отбрасывать,v,6.8
10607,периферия,s,6.8
10608,пластик,s,6.8
10609,поддерживаться,v,6.8
10610,полимер,s,6.8
10611,полис,s,6.8
10612,помещик,s,6.8
10613,поминки,s,6.8
10614,помыть,v,6.8
10615,поссориться,v,6.8
10616,почесать,v,6.8
10617,приклад,s,6.8
10618,прихожанин,s,6.8
10619,прозаик,s,6.8
10620,промах,s,6.8
10621,процитировать,v,6.8
10622,разворачивать,v,6.8
10623,размещать,v,6.8
10624,разогнать,v,6.8
10625,раскладывать,v,6.8
10626,рассчитываться,v,6.8
10627,растянуться,v,6.8
10628,рентгеновский,a,6.8
10629,рефлекс,s,6.8
10630,роддом,s,6.8
10631,розыгрыш,s,6.8
10632,семинария,s,6.8
10633,сентиментальный,a,6.8
10634,сигара,s,6.8
10635,сменять,v,6.8
10636,смести,v,6.8
10637,температурный,a,6.8
10638,улика,s,6.8
10639,хлестать,v,6.8
10640,хлопок,s,6.8
10641,ходьба,s,6.8
10642,хозяйский,a,6.8
10643,целенаправленный,a,6.8
10644,цемент,s,6.8
10645,цыпленок,s,6.8
10646,чернеть,v,6.8
10647,четвереньки,s,6.8
10648,швед,s,6.8
10649,шип,s,6.8
10650,штрафной,a,6.8
10651,эвакуировать,v,6.8
10652,этнос,s,6.8
10653,а-а-а,intj,6.7
10654,адресат,s,6.7
10655,адъютант,s,6.7
10656,ария,s,6.7
10657,астраханский,a,6.7
10658,браслет,s,6.7
10659,бронза,s,6.7
10660,бум,s,6.7
10661,взирать,v,6.7
10662,влезать,v,6.7
10663,влечение,s,6.7
10664,восхождение,s,6.7
10665,воткнуть,v,6.7
10666,впечатлять,v,6.7
10667,генерал-лейтенант,s,6.7
10668,герцог,s,6.7
10669,гестапо,s,6.7
10670,греться,v,6.7
10671,губка,s,6.7
10672,декабрист,s,6.7
10673,десантник,s,6.7
10674,душно,adv,6.7
10675,забой,s,6.7
